4000	ʋ	1191.2542		ʋ	1260.9199		ʋ	1097.9102	 	1251.9795	ʋ	1107.9616		ʋ	1135.2123		ʋ	1147.7796			ə	1485.6268		ɩ	1816.8860		ə	1576.5596		ɩ	1811.9763		ə	1622.2512		ɩ	2054.1523			ʋ	810.6106		ʋ	857.1708		ʋ	858.5121			u	974.2006		u	895.9637			o	953.1935		o	1065.1619		o	939.3145		o	1053.4676		o	912.1327		o	1132.3059			o	1118.5961		e	1637.5465		o	1083.8773		e	1736.5382		o	1041.8797		e	1687.9435			ə	1333.9221		a	1348.1113		ə	1306.6864		a	1387.5390			ə	1376.0356		ə	1550.0526		ə	1249.3310		ə	1622.7253			ə	1293.8561		ə	1513.4524		ə	1284.0786		ə	1454.5107		ə	1324.4031		ə	1456.2513			o	1053.1670		i	1920.7918		o	980.1128		i	2124.5161		o	1008.9934		i	1248.4199			o	897.3786		u	931.0784		o	1016.0811		u	1057.5221		o	972.9282		u	1041.4751			ə	1538.2016		ɩ	2023.7231		ə	1664.5748		ɩ	2045.2336			o	805.8029		o	864.1677		o	743.7627		o	810.6040			a	1394.2523		e	1592.5438		ə	1384.4289		ɛ	1696.9633			o	793.2481		o	755.3460		o	827.2481		o	781.9598		o	805.4680		o	782.3857			i	1796.4595		u	1115.6219		i	2018.9405		u	866.8091			i	1998.4774		u	633.3848		i	1936.2646		u	707.4499			a	1258.0709		u	690.6016		a	1292.7734		u	696.3451		a	1286.2677		u	797.9860		
4100	ʋ	1188.7052		ʋ	1248.5159		ʋ	1096.0842	 	1254.1326	ʋ	1110.0074		ʋ	1129.9108		ʋ	1138.8125			ə	1501.3394		ɩ	2004.9151		ə	1600.6897		ɩ	2016.0895		ə	1651.6796		ɩ	2064.3038			ʋ	800.2894		ʋ	831.4380		ʋ	858.0155			u	957.9347		u	964.9967			o	934.5566		o	1055.0178		o	928.0563		o	1050.3593		o	897.4064		o	1134.1255			o	1116.0725		e	1642.8675		o	1069.3839		e	1744.1614		o	1033.9433		e	1694.8212			ə	1331.2589		a	1347.4559		ə	1309.4132		a	1387.6378			ə	1377.6976		ə	1553.8296		ə	1249.7652		ə	1630.6392			ə	1299.8157		ə	1513.3906		ə	1286.8738		ə	1452.8755		ə	1325.2253		ə	1457.0956			o	1053.3668		i	2096.8245		o	974.3984		i	2116.7972		o	1007.6336		i	1201.4439			o	881.0858		u	931.6481		o	1003.0746		u	1055.5943		o	968.3664		u	1042.2016			ə	1549.5614		ɩ	2034.9703		ə	1688.4510		ɩ	2053.3844			o	800.4132		o	857.6321		o	742.1181		o	800.8999			a	1392.5952		e	1596.6909		ə	1386.5887		ɛ	1694.9415			o	772.5706		o	756.5383		o	822.4546		o	771.1028		o	792.1820		o	769.1827			i	1810.6091		u	1109.9749		i	2029.4470		u	882.0298			i	2043.8970		u	627.4738		i	1941.4766		u	694.2035			a	1249.0344		u	675.3775		a	1295.7182		u	698.1752		a	1278.7124		u	772.6069		
4200	ʋ	1189.5327		ʋ	1136.9585		ʋ	1093.1758	 	1266.5568	ʋ	1103.3777		ʋ	1120.2075		ʋ	1125.3643			ə	1507.9351		ɩ	2004.3394		ə	1625.9184		ɩ	2019.5831		ə	1666.4162		ɩ	2077.6759			ʋ	789.8035		ʋ	807.0161		ʋ	854.5084			u	972.2027		u	979.0177			o	928.2001		o	1042.3195		o	922.7037		o	1042.2154		o	893.3847		o	1132.4525			o	1106.0382		e	1647.9703		o	1066.1300		e	1748.0419		o	1030.8609		e	1697.1264			ə	1323.0699		a	1344.8280		ə	1310.3816		a	1384.5671			ə	1378.6711		ə	1557.3482		ə	1248.6481		ə	1641.5516			ə	1301.9328		ə	1509.6652		ə	1288.4398		ə	1449.0553		ə	1331.3659		ə	1456.2680			o	1053.0652		i	2118.4898		o	966.2820		i	2108.6171		o	1005.1339		i	2172.8608			o	868.4377		u	923.0859		o	976.1688		u	1054.5707		o	961.7881		u	1041.3311			ə	1561.6064		ɩ	2045.9694		ə	1711.6537		ɩ	2049.0258			o	799.5081		o	854.4148		o	742.1600		o	795.9732			a	1379.8740		e	1597.6491		ə	1386.8024		ɛ	1692.2942			o	761.2604		o	759.6361		o	819.3942		o	765.7120		o	780.4240		o	761.1070			i	1824.6279		u	1089.2183		i	2041.0947		u	879.3828			i	2099.9976		u	847.9347		i	1946.8072		u	684.8927			a	1239.2176		u	669.9597		a	1298.7220		u	696.2344		a	1267.1147		u	747.3501		
4300	ʋ	1167.7084		ʋ	1114.2808		ʋ	1090.2798	 	1267.2105	ʋ	1096.1743		ʋ	1117.7587		ʋ	1125.2632			ə	1501.7629		ɩ	2007.1193		ə	1646.9097		ɩ	2025.9893		ə	1597.1742		ɩ	2089.3891			ʋ	790.1675		ʋ	784.3884		ʋ	843.4099			u	1010.6836		u	979.6118			o	926.9456		o	1034.8232		o	920.7997		o	1032.4669		o	892.9514		o	1128.0797			o	1093.7514		e	1653.4711		o	1068.3046		e	1742.5779		o	1031.0735		e	1691.6839			ə	1307.7278		a	1340.2319		ə	1306.7662		a	1378.3573			ə	1380.2766		ə	1554.9654		ə	1243.6617		ə	1650.2277			ə	1310.3606		ə	1507.3037		ə	1284.8484		ə	1449.3232		ə	1338.1036		ə	1453.7835			o	1050.5847		i	2126.0197		o	959.6103		i	2115.3509		o	1001.8137		i	2171.0287			o	862.7894		u	899.7461		o	952.6748		u	1055.3195		o	954.1428		u	1036.8260			ə	1572.1349		ɩ	2063.7595		ə	1735.9799		ɩ	2047.0539			o	801.1362		o	853.5545		o	743.2253		o	794.7056			a	1355.7550		e	1595.2597		ə	1381.9123		ɛ	1696.1124			o	756.6499		o	764.8747		o	818.9670		o	764.4545		o	774.1727		o	757.7612			i	1838.6556		u	1033.3504		i	2051.3822		u	866.8964			i	2162.1668		u	854.4490		i	1951.6681		u	681.1972			a	1235.4208		u	670.2426		a	1299.4395		u	693.0588		a	1258.2789		u	738.7080		
4400	ʋ	1130.0707		ʋ	1247.5583		ʋ	1087.7523	 	1281.6099	ʋ	1078.2303		ʋ	1108.7457		ʋ	1132.3450			ə	1472.0613		ɩ	2001.3028		ə	1614.9868		ɩ	2031.0702		ə	1271.1150		ɩ	2097.7157			ʋ	793.1590		ʋ	775.6715		ʋ	838.5366			u	1019.5650		u	945.1726			o	927.4026		o	1032.0801		o	920.5984		o	1025.7333		o	893.7463		o	1121.8891			o	1086.4755		e	1656.8825		o	1072.3157		e	1728.6106		o	1032.9493		e	1681.2220			ə	1300.0299		a	1335.6316		ə	1298.8076		a	1371.6352			ə	1380.9449		ə	1543.0991		ə	1235.5472		ə	1656.3252			ə	1318.6570		ə	1509.3010		ə	1267.8046		ə	1450.3352		ə	1341.2010		ə	1450.4837			o	1044.4276		i	2146.9964		o	956.1490		i	2125.8463		o	998.4899		i	2172.3225			o	860.6615		u	864.8751		o	940.4997		u	1060.3117		o	947.1002		u	1025.5968			ə	1581.4617		ɩ	2083.8236		ə	1759.6797		ɩ	2062.8659			o	804.3706		o	854.0223		o	745.2638		o	796.4502			a	1337.4724		e	1591.6992		ə	1369.7366		ɛ	1696.8282			o	756.1296		o	760.6939		o	819.4387		o	767.5581		o	771.4590		o	757.9323			i	1847.5722		u	899.1138		i	2059.1959		u	857.5479			i	2221.7402		u	846.4615		i	1679.7638		u	680.4589			a	1235.6533		u	672.9872		a	1294.4881		u	691.5432		a	1253.5631		u	737.7768		
4500	ʋ	1093.8376		ʋ	1236.1379		ʋ	1085.2423	 	1292.5680	ʋ	1067.8240		ʋ	1101.4997		ʋ	1134.6272			ə	1400.2646		ɩ	2037.7375		ə	1551.1002		ɩ	2032.8576		ə	1118.6479		ɩ	2102.6109			ʋ	796.8339		ʋ	775.2751		ʋ	837.9969			u	1004.9773		u	925.4918			o	928.5564		o	1031.7535		o	921.3866		o	1022.7217		o	894.9952		o	1116.3038			o	1084.1774		e	1652.6207		o	1077.2725		e	1714.2319		o	1035.8084		e	1667.5181			ə	1298.8956		a	1331.9271		ə	1289.0159		a	1367.1566			ə	1372.2200		ə	1531.5154		ə	1227.8317		ə	1655.2414			ə	1325.8349		ə	1494.1446		ə	1239.3333		ə	1450.5868		ə	1332.3914		ə	1449.2437			o	1036.3196		i	2173.3302		o	954.6214		i	2138.6291		o	995.6817		i	2175.7101			o	860.5400		u	838.7299		o	935.8263		u	1062.2572		o	941.6652		u	1011.3371			ə	1588.1235		ɩ	2095.2449		ə	1723.7620		ɩ	2079.1410			o	808.5539		o	855.1364		o	747.6659		o	798.7488			a	1330.6015		e	1586.0562		ə	1355.5697		ɛ	1692.7270			o	758.6761		o	754.2720		o	820.2819		o	768.4167		o	770.6694		o	760.4609			i	1847.1824		u	900.0925		i	2058.5639		u	855.0631			i	2270.4307		u	867.9664		i	1737.6524		u	681.2496			a	1237.3806		u	674.5015		a	1280.5884		u	688.7547		a	1252.1109		u	739.3765		
4600	ʋ	1083.8624		ʋ	1216.0722		ʋ	1087.0162	 	1299.7186	ʋ	1062.0653		ʋ	1101.8551		ʋ	1140.4253			ə	1330.8609		ɩ	2043.5143		ə	1430.8908		ɩ	2034.9329		ə	1122.9371		ɩ	2111.7072			ʋ	801.3103		ʋ	778.0524		ʋ	839.3589			u	1008.6842		u	929.8882			o	930.1943		o	1032.4952		o	922.5596		o	1021.8874		o	896.5552		o	1112.7363			o	1084.7292		e	1643.9536		o	1082.9951		e	1709.9345		o	1039.5201		e	1656.6550			ə	1301.1813		a	1330.4273		ə	1281.1499		a	1365.5859			ə	1346.7281		ə	1526.0501		ə	1224.5067		ə	1655.5808			ə	1327.8221		ə	1482.9977		ə	1230.8800		ə	1446.2783		ə	1311.3882		ə	1450.4735			o	1026.1785		i	2202.9455		o	954.4160		i	2150.7454		o	994.8905		i	2178.3626			o	861.3728		u	816.9596		o	935.9504		u	1049.9548		o	939.5724		u	1002.8232			ə	1590.1160		ɩ	2067.4503		ə	1766.4510		ɩ	2087.4276			o	813.0792		o	856.9084		o	750.8101		o	801.8931			a	1330.5976		e	1579.4975		ə	1346.6581		ɛ	1680.0620			o	762.2650		o	751.6879		o	822.2456		o	769.9989		o	771.3523		o	764.0501			i	1834.8890		u	911.9046		i	2042.6211		u	856.1433			i	2334.9932		u	877.8483		i	1886.8853		u	682.6483			a	1239.6977		u	675.0819		a	1240.8610		u	686.0482		a	1252.6933		u	741.7865		
4700	ʋ	1083.6836		ʋ	1197.9669		ʋ	1087.0804	 	1290.3496	ʋ	1066.3432		ʋ	1097.9070		ʋ	1150.3149			ə	1310.4584		ɩ	2048.1018		ə	1298.5103		ɩ	2036.1654		ə	1161.6226		ɩ	2120.3070			ʋ	805.2271		ʋ	781.8522		ʋ	841.2950			u	1025.9203		u	932.0920			o	931.9660		o	1033.4102		o	924.1800		o	1022.3768		o	898.1827		o	1111.3150			o	1089.1163		e	1637.8122		o	1089.5325		e	1711.6968		o	1044.0668		e	1650.0077			ə	1304.9756		a	1330.1086		ə	1278.2964		a	1365.9650			ə	1328.0297		ə	1521.3442		ə	1222.0304		ə	1627.1225			ə	1311.3071		ə	1479.1895		ə	1216.5712		ə	1442.6744		ə	1248.2115		ə	1446.7798			o	1017.5593		i	2231.7495		o	956.1239		i	2159.4604		o	995.5760		i	2184.2457			o	863.1213		u	814.4168		o	937.8683		u	1046.1703		o	939.5466		u	1000.6310			ə	1588.6210		ɩ	2021.2927		ə	1768.0927		ɩ	2071.3111			o	819.3702		o	859.2940		o	754.0470		o	806.4521			a	1334.8899		e	1570.5630		ə	1344.2489		ɛ	1662.4344			o	767.4037		o	751.4353		o	824.6011		o	772.1840		o	772.8895		o	774.2505			i	1818.3918		u	929.7949		i	2025.2582		u	859.9092			i	2378.9856		u	891.3963		i	1918.0679		u	684.3819			a	1242.2650		u	672.2123		a	1238.1138		u	685.4464		a	1254.4719		u	743.8133		
4800	ʋ	1095.4237		ʋ	1170.2788		ʋ	1087.0818	 	1314.8998	ʋ	1080.3624		ʋ	1098.2708		ʋ	1164.3081			ə	1314.3387		ɩ	2047.0127		ə	1263.3760		ɩ	2031.4080		ə	1351.0550		ɩ	2109.2004			ʋ	809.8959		ʋ	786.9724		ʋ	843.9423			u	1031.1579		u	937.4918			o	934.7295		o	1034.7926		o	927.2590		o	1023.6225		o	899.9528		o	1110.9290			o	1094.2878		e	1635.7505		o	1096.4937		e	1716.7045		o	1049.8942		e	1649.9910			ə	1316.5230		a	1331.8445		ə	1281.1369		a	1367.5768			ə	1323.6420		ə	1523.9301		ə	1220.2721		ə	1548.1238			ə	1238.0634		ə	1481.1250		ə	1211.8096		ə	1444.0350		ə	1211.9733		ə	1446.7234			o	1013.6006		i	2259.1705		o	959.7462		i	2159.1028		o	994.4510		i	2187.4706			o	865.8010		u	818.6675		o	949.5911		u	1048.6625		o	938.4913		u	1002.3873			ə	1586.2457		ɩ	1989.6317		ə	1779.7863		ɩ	2035.6531			o	827.1168		o	863.0377		o	758.0734		o	812.2805			a	1342.9939		e	1567.6345		ə	1346.7888		ɛ	1645.9640			o	774.9627		o	752.9316		o	828.5334		o	774.2839		o	775.3035		o	777.1107			i	1805.9585		u	954.9198		i	2014.1555		u	865.9067			i	2388.6735		u	1161.8533		i	1940.1908		u	686.1346			a	1244.6873		u	666.1979		a	1186.9767		u	684.8086		a	1256.6541		u	742.9941		
4900	ʋ	1120.1878		ʋ	1176.3199		ʋ	1089.1354	 	1333.1005	ʋ	1095.3364		ʋ	1104.0709		ʋ	1182.7410			ə	1330.8355		ɩ	2036.3387		ə	1288.1523		ɩ	2019.5904		ə	1697.4707		ɩ	2061.0859			ʋ	812.4345		ʋ	792.2054		ʋ	846.6454			u	1023.7273		u	945.9944			o	938.5056		o	1036.5580		o	929.8769		o	1025.7594		o	901.5921		o	1111.6976			o	1100.4394		e	1639.7438		o	1104.6050		e	1726.2754		o	1057.7514		e	1661.8506			ə	1330.0228		a	1335.5672		ə	1289.3050		a	1370.0153			ə	1327.2249		ə	1528.0544		ə	1221.0381		ə	1513.0950			ə	1201.7165		ə	1489.5914		ə	1216.0518		ə	1451.3941		ə	1205.3024		ə	1450.2484			o	1010.3891		i	2272.3675		o	963.6821		i	2156.0659		o	994.5593		i	2191.5684			o	870.4344		u	825.4447		o	957.3328		u	1052.8274		o	939.8003		u	1005.7510			ə	1582.5162		ɩ	2005.4154		ə	1753.1217		ɩ	2024.4526			o	832.9250		o	868.4154		o	760.1590		o	815.1102			a	1351.2150		e	1573.1266		ə	1351.6037		ɛ	1635.2692			o	784.1584		o	755.1295		o	830.4951		o	775.7833		o	780.3960		o	781.3499			i	1824.3447		u	985.4512		i	2034.1805		u	873.3285			i	2223.5037		u	1134.9094		i	1956.0456		u	687.4376			a	1247.0319		u	654.0271		a	1220.2577		u	681.5645		a	1259.2610		u	736.7574		
